1,7.62
2,7.213
3,6.579
4,6.045
5,5.588
6,5.156
7,4.572
8,4.119
9,3.759
10,3.404
11,3.048
12,2.769
13,2.413
14,2.108
15,1.829
16,1.651
17,1.473
18,1.245
19,1.067
20,0.888
21,0.813
22,0.711
23,0.635
24,0.559
25,0.508
26,0.457
27,0.406
28,0.356
29,0.330
30,0.305
31,0.254
32,0.229
33,0.203
34,0.178
35,0.127
36,0.102
